Match #,Robot,Team #,Mobility,aL4,aL3,aL2,aL1,aProcessor,aNet,tL4,tL3,tL2,tL1,tProcessor,tNet,Disabled,Deep,Shallow,Park,Algae Removal,Offense,Defense,Accuracy,Comments,Mistake box,Index,"Team, index",Match index,Disable,Mobility,Deep,Shallow,Park,Removal,Offense,Defense,Accuracy
2,B2,3663,TRUE,2,0,0,1,0,0,1,1,1,4,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,"Very Accurate, no other comments",,1,"3663,1","2,B2",0,1,1,0,0,0,3,x,3
2,B1,3218,TRUE,1,0,0,0,0,0,2,4,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"Highly accurate, but had a poor auto. Very unique climb mechanism",,1,"3218,1","2,B1",0,1,1,0,0,0,x,x,3
3,R3,9450,TRUE,3,0,0,0,0,0,5,2,0,0,0,4,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Very consistent algae scoring and had great accuracy when scoring coral,,1,"9450,1","3,R3",0,1,1,0,0,1,3,x,3
3,R2,997,FALSE,0,0,0,0,0,0,1,5,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,x,Did not attempt to climb; slow cycle times; ran into partners twice; has scoring capabilities on all levels; did not attempt to even leave in auto; did not attempt to climb; possibly inexperienced operator (sent elevator up once when it wasn’t supposed to); no auto alignment on reef so it takes a wh,,1,"997,1","3,R2",0,0,0,0,0,0,x,x,x
3,R1,3674,TRUE,0,0,0,0,0,0,4,5,3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,x,"Only 1 miss during Level 4, aiming fast and have higher accuracy",,1,"3674,1","3,R1",0,1,1,0,0,0,3,x,x
3,B3,7034,TRUE,2,0,0,0,0,0,6,2,2,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Very good auto and accuracy! Cycle time could use some improvement, but is overall a reliable robot for scoring. Intakes pretty well from station",,1,"7034,1","3,B3",0,1,0,0,1,1,3,x,3
3,B2,2976,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,1,x,"It got coral stuck in it, and TRIED to do defense. but just did not move.",,1,"2976,1","3,B2",0,1,0,0,0,0,x,1,x
3,B1,1425,TRUE,0,0,2,0,0,0,0,1,4,5,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"Kind of slow, but accurate on L1 and L2",,1,"1425,1","3,B1",0,1,1,0,0,0,x,x,3
4,R3,9023,TRUE,1,0,0,0,0,0,6,6,5,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Had a very consistent ground intake, could accurately score on L2-4 and had very fast cycle times",,1,"9023,1","4,R3",0,1,0,0,0,1,3,x,3
4,R2,4131,TRUE,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,x,"Small, moderately slow robot; quick climb; scored 2 algae (not counted in my totals) into the opponent’s processor to achieve coopertition",,1,"4131,1","4,R2",0,1,1,0,0,0,x,x,x
4,R1,9446,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,2,x,"Trying to stop other robot getting coral, catch the good time (sometimes) Failed on L4 , didn’t aiming well",,1,"9446,1","4,R1",0,1,0,0,1,0,x,2,x
4,B3,6696,TRUE,2,0,0,0,0,0,6,1,0,0,0,2,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Autos are a bit slow, but very good. Pretty good for barge and L4 scoring, though their cycle times are a little on the slower side. Is also reliable for removing algae from reef",,1,"6696,1","4,B3",0,1,0,0,1,1,3,x,3
4,B2,6443,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,2,x,"Tried to intake several times, gave up and switched to defense. Towards the end got beached on an algae. Auto is not accurate because wasn’t watching.",,1,"6443,1","4,B2",0,1,0,0,0,0,x,2,x
4,B1,10416,TRUE,0,0,0,0,0,0,4,2,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,3,"End effector roo wobbly during auto to score, but is able to pick coral up off the floor",,1,"10416,1","4,B1",0,1,0,0,0,0,x,x,3
5,R3,4513,TRUE,2,0,0,0,0,0,5,0,3,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,2,Very consistent when scoring on L4 but far less effective on L2 either accidentally scoring in L1 or shooting the coral so hard it bounced out,,1,"4513,1","5,R3",0,1,0,0,0,0,2,x,2
5,R2,5936,TRUE,0,0,0,1,0,1,0,0,0,0,2,5,FALSE,FALSE,FALSE,TRUE,TRUE,x,x,x,Algae bot with net and processor capabilities;  could have climbed if it wasn’t resting on coral; algae bounced out of net twice and they pushed algae off the field once; the other team had an algae bot too so they could’ve scored more if there was not competition for algae,,1,"5936,1","5,R2",0,1,0,0,1,1,x,x,x
5,R1,4061,TRUE,0,0,0,0,0,0,0,6,2,3,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Work on coral on Level 1-3, miss more on L3 and 1, aiming fast about 60% accuracy ",,1,"4061,1","5,R1",0,1,0,0,1,0,x,x,2
5,B3,2471,TRUE,0,0,0,0,0,0,0,4,0,0,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,2,"Autos are.. strange.. sent a coral flying?? Can manipulate coral amd algae at the same time. Sometimes struggled with coral and algae, but is generally pretty accurate. Somewhat slow cycle times, they waste quite a bit of time trying to ground intake both coral and algae",,1,"2471,1","5,B3",0,1,0,0,1,0,3,x,2
5,B2,2147,TRUE,0,0,0,0,0,0,10,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Not too fast speeds between coral station and reef but was very accurate when attempting. It tried to score algae in the net in auto but missed,,1,"2147,1","5,B2",0,1,1,0,0,1,3,x,3
5,B1,4125,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,x,x,2,"Somewhat accurate, no auto, but very fast",,1,"4125,1","5,B1",0,1,0,0,0,1,x,x,2
6,R3,9036,TRUE,0,0,0,1,0,0,1,6,2,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,3,Fairly slow compared to others but was consistent in scoring on L3,,1,"9036,1","6,R3",0,1,0,0,0,1,2,x,3
6,R2,4469,TRUE,2,0,0,1,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,x,x,x,Algae net bot that can only intake algae directly from the reef; attempted and failed to score in net 3 times; incurred a minor foul for touching the net; slow movement; not able to climb - parked with 20 sec left because no algae was left on the reef to intake,,1,"4469,1","6,R2",0,1,0,0,1,1,x,x,x
6,R1,10079,TRUE,2,0,0,0,0,0,6,3,2,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,x,x,"Working well during auto time, can work on level 2-4, miss 2 on Level 4",,1,"10079,1","6,R1",0,1,0,0,0,0,3,x,x
6,B3,3826,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,3,x,"Slowly inches out of starting zone during auto, nothing else. Almost got stuck on algae and coral, then got fully stuck on algae.. but freed themselves! Had a specific vendetta against 10073, was keeping them from getting to coral station",,1,"3826,1","6,B3",0,1,1,0,0,0,x,3,x
6,B2,2522,TRUE,3,0,0,0,0,0,2,5,5,5,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,had a ground intake and could score really fast and could easily score on every level ,,1,"2522,1","6,B2",0,1,1,0,0,1,3,x,3
6,B1,4450,TRUE,0,0,0,0,0,1,0,0,0,0,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,1,"Can score both coral and algae, but much better with algae than coral",,1,"4450,1","6,B1",0,1,1,0,0,0,x,x,1
7,R3,488,TRUE,0,0,0,0,0,0,2,0,0,1,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,2,Missed a lot of scoring,,1,"488,1","7,R3",0,1,0,0,0,1,2,x,2
7,R2,2046,TRUE,1,0,0,0,0,0,2,2,1,5,1,2,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,Could score anything. Has very good ground intake. Missed a lot of l4 tries but could get almost everything usually. ,,1,"2046,1","7,R2",0,1,1,0,0,1,2,x,2
7,R1,2930,TRUE,3,0,0,0,0,0,4,7,5,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,very effective bot that can score and ground intake very effectively. missed very few pieces on scoring and none on intake.,,1,"2930,1","7,R1",0,1,1,0,0,0,3,x,3
7,B3,3574,TRUE,0,0,0,0,0,0,0,0,6,3,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,Was slow at outtaking to L2,,1,"3574,1","7,B3",0,1,1,0,0,1,2,x,2
7,B2,6343,TRUE,1,0,0,0,0,0,3,0,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2,"Tje robot moved slowly between the reef and the coral station during auto. Auto was meant to be two coral and ended at the coral station. Can intake from ground. Missed intake from coral station two times. Missed scoring on reef 2 times, L1 and L3. The robot started doing defense with 45 seconds lef",,1,"6343,1","7,B2",0,1,0,0,1,0,2,2,2
7,B1,1318,TRUE,1,0,0,0,0,0,2,5,2,3,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,They had a good coral score wherever they wanted to go,,1,"1318,1","7,B1",0,1,0,0,1,0,x,x,2
8,R3,3636,TRUE,0,0,0,0,0,0,5,3,4,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Missed all shots in auto and very fast cycle time in tele,,1,"3636,1","8,R3",0,1,0,0,0,1,3,x,3
8,R2,4915,TRUE,2,0,0,0,0,0,3,5,3,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Only missed one shot (L4) and could remove algae very quickly. Also is very stable and will not be pushed around easily. ,,1,"4915,1","8,R2",0,1,1,0,0,1,3,x,3
8,R1,492,FALSE,0,0,0,0,0,0,2,3,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,2,drove into L4 position in auto but dropped coral and didnt attempt to score. missed one L4 in teleop .,,1,"492,1","8,R1",0,0,1,0,0,0,3,x,2
8,B3,955,TRUE,2,0,0,0,0,0,3,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,2,x,2,"Fast intake, auto missed first and third coral. Driving was weird and in arcs, stood by the cage for the last 1:30",,1,"955,1","8,B3",1,1,0,0,1,0,2,x,2
8,B2,957,TRUE,2,0,0,0,0,0,4,7,3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,The robot’s auto was quick and it was almost three coral. Sometimes the robot paused before lifting the elevator or running the end effector when trying to score L4. L3 and L2 were much smoother.,,1,"957,1","8,B2",0,1,1,0,0,0,3,x,3
8,B1,2557,TRUE,0,0,0,1,0,1,0,0,0,5,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,They tried for 7 algae’s in the net made 5 smile and clean L1,,1,"2557,1","8,B1",0,1,0,0,1,0,x,x,2
9,R3,2412,TRUE,1,0,0,0,0,0,5,2,2,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Knocked off algae for teammate and intook coral very fast,,2,"2412,2","9,R3",0,1,1,0,0,1,3,x,3
9,R2,4131,TRUE,0,0,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,DO NOT PICK THIS ROBOT! It only picks algae off ground and scores in procesor. Also has lots of difficulty picking up algae. ,,2,"4131,2","9,R2",0,1,0,0,1,0,1,1,1
9,R1,4512,TRUE,3,0,0,0,0,0,4,1,5,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,3.5 coral auto robot made it half way to coral station. removed 2 algae. very fast cycle and ran out of time to climb.,,1,"4512,1","9,R1",0,1,0,0,1,1,3,x,3
9,B3,5468,TRUE,3,0,0,0,0,0,3,6,7,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Very fast and accurate intake and outtake, fast climb. Tippy at full extension",,2,"5468,2","9,B3",0,1,1,0,0,1,3,x,3
9,B2,9023,TRUE,1,0,0,0,0,0,2,4,3,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,x,3,"The coral travels throughout the robot to the end effector so it doesn’t have to turn around to score in the reef, makes circles quicker. Had to take out coral and reintake it two times.",,2,"9023,2","9,B2",0,1,0,0,0,0,3,x,3
9,B1,1540,TRUE,2,0,0,0,0,0,1,1,0,4,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,2,They had 100 percent accuracy in the net but struggled with coral accuracy ,,1,"1540,1","9,B1",0,1,1,0,0,0,x,x,2
10,R3,2910,TRUE,2,0,0,0,0,0,5,6,5,7,1,1,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Ground intake, super fast cycle time and didn’t miss any scoring attempts ",,2,"2910,2","10,R3",0,1,1,0,0,1,3,x,3
10,R2,3663,TRUE,3,0,0,0,0,0,1,2,3,2,0,5,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Very accurate and consistent and fast, good at algae net scoring too. (It’s cpr, what did you expect)",,2,"3663,2","10,R2",0,1,1,0,0,1,3,x,3
10,R1,1425,TRUE,1,0,0,0,0,0,0,4,4,3,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,3 coral auto failed. very fast scoring and super accurate in teleop.,,2,"1425,2","10,R1",0,1,1,0,0,0,3,x,3
10,B3,9446,TRUE,0,0,0,0,0,0,5,1,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2,"Slow at outtaking, tippy, can’t climb, good reef alignment.",,2,"9446,2","10,B3",0,1,0,0,1,0,2,x,2
10,B2,2471,TRUE,0,0,0,0,0,0,1,4,5,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,Missed scoring in reef 2 times. Auto removed an algae and then went and bumped into driver station wall. Algae removal was very funky.,,2,"2471,2","10,B2",0,1,0,0,1,1,3,x,2
10,B1,5937,TRUE,0,0,0,0,0,1,0,0,0,0,0,8,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"They got every algae they tried for, ok but L1",,1,"5937,1","10,B1",0,1,1,0,0,0,x,x,3
11,R3,6443,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,Something broke so started defense and missed any shots it took and moved around field slow,,2,"6443,2","11,R3",0,1,0,0,0,0,2,2,2
11,R2,3218,TRUE,2,0,0,0,0,0,4,2,1,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,Missed many lower level shots but was consistent up top. Can remove algae well. ,,2,"3218,2","11,R2",0,1,1,0,0,1,2,x,2
11,R1,6831,TRUE,0,0,1,1,0,0,2,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,2,moved to coral sttion after 2 coral auto. dropped one coral in transit after being caught on lgae. removed 2 algae. tried to score in the same spot once and missed. starting stumbling around during end game. did not attempt climb,,2,"6831,2","11,R1",0,1,0,0,1,1,2,x,2
11,B3,9036,TRUE,0,0,0,1,0,0,4,4,0,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,3,"Ground intake, slow outtake, didn’t go to park.",,2,"9036,2","11,B3",0,1,0,0,0,0,2,x,3
11,B2,7034,TRUE,3,0,0,0,0,0,6,0,4,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Sometimes the end effector bumped against the algae when the elevator lifted. An algae was removed but I think the coral was the thing that removed it.,,2,"7034,2","11,B2",0,1,1,0,0,0,3,x,3
11,B1,4450,FALSE,0,0,0,0,0,0,0,3,3,1,0,4,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,They had good touch it own it with 100 percent accuracy in coral and algae,,2,"4450,2","11,B1",0,0,1,0,0,0,x,x,3
12,R3,360,TRUE,2,0,0,0,0,0,5,5,0,0,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Carried a algae with them while scoring coral and missed a net shot,,2,"360,2","12,R3",0,1,1,0,0,1,3,x,3
12,R2,10079,TRUE,0,0,0,0,0,0,1,5,3,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,2,"ground and source intake fairly consistent at lower levels, but at higher levels, very wobbly and not as accurate. also ground intake took a while",,2,"10079,2","12,R2",0,1,0,0,0,0,2,x,2
12,R1,10416,TRUE,1,0,0,0,0,0,1,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,x,1,failed 3 coral. got stuck on algae needed help getting unstuck. did not attempt climb. struggled to intake and very slow cycle.,,2,"10416,2","12,R1",0,1,0,0,1,0,1,x,1
12,B3,6343,TRUE,2,0,0,0,0,0,4,5,2,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,3,"Slow driving, dropped  coral once, not enough time to climb.",,2,"6343,2","12,B3",0,1,0,0,1,1,2,x,3
12,B2,488,TRUE,2,0,0,0,0,0,3,5,5,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Removed algae two times in teleop. Pretty fast removal. Cycles were fast and without interruption.,,2,"488,2","12,B2",0,1,0,0,0,1,3,x,3
13,R3,3674,TRUE,2,0,0,0,0,0,2,5,2,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Great intaking speed with fantastic aim and was able to easily help unstick a robot,,2,"3674,2","13,R3",0,1,1,0,0,1,3,x,3
13,R2,1318,TRUE,2,0,0,0,0,0,3,2,1,5,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,x,x,x,"2.5 coral auto (scored 2, got coral, and made it back to reef); focused on L1 to get coral RP because other bots were slow at L1; quick, consistent scoring on all levels; helped get alliance member unstuck from algae; fast cycle times and never missed an intake",,2,"1318,2","13,R2",0,1,1,0,0,1,x,x,x
13,R1,2147,TRUE,1,0,0,0,0,0,2,3,0,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,3,"Can work on both algae and coral, have high accuracy and aiming fast. Get coral smoothly",,2,"2147,2","13,R1",0,1,0,0,0,0,x,x,3
13,B3,2976,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,x,"A little bit tipsy, struggled to intake from station. Defense was okay, but struggled to have much of an effect because they drive slower than the robots they are blocking. Overall, not super reliable of offense nor defense",,2,"2976,2","13,B3",0,1,0,0,0,0,1,2,x
13,B2,948,TRUE,1,0,0,0,0,0,1,1,4,6,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,"auto is very aggressive, and driving is very aggressive at times. Good ground intake",,2,"948,2","13,B2",0,1,1,0,0,1,2,x,2
13,B1,492,TRUE,0,0,0,0,0,0,2,3,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,3,"Very accurate, but knocked it's own coral off of the reef",,2,"492,2","13,B1",0,1,0,0,1,0,x,x,3
14,R3,9442,TRUE,3,0,0,0,0,0,3,5,1,0,0,4,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Was able to quickly score coral and then remove and score the algae on the reef,,2,"9442,2","14,R3",0,1,0,0,1,1,3,x,3
14,R2,4469,TRUE,2,0,0,0,0,0,4,2,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,3,Very consistent ,,2,"4469,2","14,R2",0,1,0,0,1,0,3,x,3
14,R1,4125,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,1,x,"Trying to stop other robot getting coral, but it not heavy enough(I guess)to really affect them. Incurred 2x minor fouls. ",,2,"4125,2","14,R1",0,1,0,0,1,0,x,1,x
14,B3,957,TRUE,1,0,0,1,0,0,3,3,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,2,"Cycle time is pretty smooth and quick, but could use some improvement on speed and accuracy due to the fact they missed quite a few times while scoring. Took a bit of time to aim, still a good robot. Attempted L4 in auto and coral landed in L1 by mistake. Attempted a 2nd L4 but it was misaligned and they A-stopped very tactfully.",,2,"957,2","14,B3",0,1,0,0,0,1,3,x,2
14,B2,2046,TRUE,3,0,0,0,0,0,3,6,4,3,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,"2 times shot out coral from back, very good ground intake",,2,"2046,2","14,B2",0,1,0,0,1,1,3,x,2
14,B1,9567,TRUE,0,0,0,1,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,2,"Very slow, and very unstable",,2,"9567,2","14,B1",0,1,0,0,0,0,x,x,2
15,R3,2557,TRUE,0,0,0,0,0,1,0,0,0,4,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Was able to quickly score almost all the algae but was only able to score on L1,,2,"2557,2","15,R3",0,1,0,0,0,1,3,x,3
15,R2,3636,TRUE,2,0,0,0,0,0,4,4,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,2,Intake failed often but very consistent L4 scoring. Robot got pushed around easily ,,2,"3636,2","15,R2",0,1,0,0,0,0,2,x,2
15,R1,2522,TRUE,3,0,0,0,0,0,2,7,3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,x,"Working well in auto, have higher accuracy, can pick the corals on the ground so it’s not affected by defense  ",,2,"2522,2","15,R1",0,1,1,0,0,0,3,x,x
15,B3,1778,TRUE,3,0,0,0,0,0,3,5,8,5,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Cycle time is smooth and speedy, very reliable for scoring, can manipulate both coral and algae and does it well. Very reliable for filling reef",,2,"1778,2","15,B3",0,1,0,0,0,1,3,x,3
15,B2,1540,TRUE,2,0,0,0,0,0,2,2,5,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,1,x,2,"Great ground intake, and also just good robot in general ",,2,"1540,2","15,B2",0,1,1,0,0,1,1,x,2
15,B1,4061,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,2,1,"Decent defense, but very inaccurate ",,2,"4061,2","15,B1",0,1,0,0,1,0,x,2,1
16,R3,9450,TRUE,1,0,0,0,0,0,3,2,0,4,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Was able to efficiently score coral and algae resulting in very fast scoring across the match,,2,"9450,2","16,R3",0,1,1,0,0,1,3,x,3
16,R1,4915,TRUE,2,0,0,0,0,0,2,7,3,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Can work on all levels of coral, have higher accuracy, aiming fast and smooth ",,2,"4915,2","16,R1",0,1,0,0,1,0,x,x,2
16,R1,6696,FALSE,0,0,0,0,0,0,0,2,3,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2,Very slow scoring can score L4 but usually got there too slow ,,2,"6696,2","16,R1",0,0,0,0,1,0,2,x,2
16,B3,997,TRUE,0,0,0,0,0,0,1,0,5,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,3,"Slow cycle times, ran into cages at full speed? Wastes a lot of time trying to intake from station, and are a little bit slow",,2,"997,2","16,B3",0,1,0,0,0,0,2,x,3
16,B2,2930,TRUE,1,0,0,0,0,0,4,4,1,2,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,"At the beginning it dejected coral, but only happened once, can do l1 but missing more than it hit",,2,"2930,2","16,B2",0,1,1,0,0,1,3,x,2
16,B1,3574,TRUE,1,0,0,0,0,0,0,0,2,3,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,3,"Accurate, but only on L1 and L2, failed climb",,2,"3574,2","16,B1",0,1,0,0,0,0,x,x,3
17,R3,360,TRUE,2,0,0,0,0,0,1,4,4,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,2,Was able to score on L2-4 but occasionally missed on the lower levels was also able to clear the reef of algae,,3,"360,3","17,R3",0,1,0,0,0,1,3,x,2
17,R2,4512,TRUE,1,0,0,0,0,1,4,4,4,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,x,Often went for lower coral when higher coral were available  Fast and consistent outtake and intake and fast scoring ,,2,"4512,2","17,R2",0,1,0,0,0,1,2,x,x
17,R1,4043,TRUE,2,0,0,0,0,0,0,4,3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,x,"Can hold algae, but have trouble on put it in net. Can’t hold coral well when it is working on lower level (sometimes). Be able to do level 4",,2,"4043,2","17,R1",0,1,1,0,0,0,x,x,x
