Match #,Robot,Team #,Mobility,aL4,aL3,aL2,aL1,aProcessor,aNet,tL4,tL3,tL2,tL1,tProcessor,tNet,Disabled,Deep,Shallow,Park,Algae Removal,Offense,Defense,Accuracy,Comments,Mistake box,Index,"Team, index",Match index,Disable,Mobility,Deep,Shallow,Park,Removal,Offense,Defense,Accuracy
17,B3,6831,TRUE,0,0,1,1,0,0,0,6,0,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,3,"Slow cycle times, waste a lot of time driving around because they don't move very quickly. Reliable for L3 scoring and possibly removing algae from reef (only saw once)",,3,"6831,3","17,B3",0,1,0,0,1,1,2,x,3
17,B2,955,TRUE,0,0,0,1,0,0,6,2,0,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,"When lining up to put down coral very slow, when collecting coral. they don’t need to line up really. Hesitate when putting coral on the reef.",,2,"955,2","17,B2",0,1,0,0,1,1,3,x,2
17,B1,4513,TRUE,1,0,0,0,0,0,4,3,4,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"Had some trouble during auto aiming, and keeping balance ",,2,"4513,2","17,B1",0,1,1,0,0,0,x,x,3
18,R3,488,TRUE,2,0,0,0,0,0,3,4,2,1,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,2,Was able to score on all 4 levels but had some acuracy problems with coral specifically ,,3,"488,3","18,R3",0,1,0,0,0,1,2,x,2
18,R2,9446,TRUE,1,0,0,0,0,0,3,2,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,x,1,Very slow and wobbly outtake didn’t line up well on L4,,3,"9446,3","18,R2",0,1,0,0,0,0,1,x,1
18,R1,4131,TRUE,0,0,0,1,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,2,"an algae bot, takes a bit of time to pick it up. got in the way of its own teammates.",,3,"4131,3","18,R1",0,1,0,0,1,0,3,x,2
18,R1,2976,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,1,x,Not strong enough to stop other robot getting coral,,3,"2976,3","18,R1",0,1,0,0,0,0,x,1,x
18,B3,9036,TRUE,0,0,0,1,0,0,3,3,4,1,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Good speedy cycle times, very accurate with scoring, very little issues with intaking. Overall a very balanced robot",,3,"9036,3","18,B3",0,1,0,0,1,1,3,x,3
18,B1,3663,TRUE,0,0,0,0,0,0,6,4,2,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,Can score accurately and efficiently in al levels,,3,"3663,3","18,B1",0,1,1,0,0,0,x,x,3
19,R3,948,TRUE,1,0,0,0,0,0,3,0,3,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,"Moved around field slow, and had ground and normal coral intake",,3,"948,3","19,R3",0,1,1,0,0,0,3,x,3
19,R2,7034,TRUE,2,0,0,0,0,0,3,5,1,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Ours,,3,"7034,3","19,R2",0,1,0,0,1,1,3,x,3
19,R1,6343,TRUE,2,0,0,0,0,0,1,2,4,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,dropped one in auto. dropped one in teleop. removed 1 algae. missed one and it dropped to L1. took 20 secs to climb. overall pretty fast but somewhat innacurrate. was on top of an algae while climbing.,,3,"6343,3","19,R1",0,1,1,0,0,1,3,x,2
19,B3,2046,TRUE,3,0,0,0,0,0,0,3,6,4,2,1,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Very fast ground intake, outtake, and climb. Can do algae in net and processor with 100% accuracy",,3,"2046,3","19,B3",0,1,1,0,0,1,3,x,3
19,B2,2910,TRUE,3,1,0,0,0,0,3,3,3,2,0,7,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Really fast coral score. Can very consistently do score algea in net and coral. Ground intake,,3,"2910,3","19,B2",0,1,1,0,0,0,3,x,3
19,B1,2412,TRUE,2,0,0,0,0,0,2,6,4,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,2,The scoring took along time but they did make it in for all of the coral,,3,"2412,3","19,B1",0,1,0,0,0,0,x,x,2
20,R3,10079,TRUE,3,0,0,0,0,0,5,5,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,x,3,Fast cycle time and broke for few seconds at start of the match ,,3,"10079,3","20,R3",0,1,0,0,0,0,3,x,3
20,R2,2557,TRUE,0,0,0,2,0,0,0,0,0,8,3,3,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,2,Has trouble picking up algae but very good scorer and consistent with L1 but can’t score anything higher on reef,,3,"2557,3","20,R2",0,1,0,0,1,1,2,x,2
20,R1,5937,TRUE,0,0,0,1,0,0,0,0,0,0,0,6,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,removed an algae in auto. didnt attempt to score more than once. stole algae from other side. missed 2 algae in teleop. very good cycle.,,2,"5937,2","20,R1",0,1,1,0,0,1,3,x,2
20,B3,9023,TRUE,3,0,0,0,0,0,3,7,7,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Very fast intake and outtake, missed handoff once.",,3,"9023,3","20,B3",0,1,0,0,0,1,3,x,3
20,B2,4469,TRUE,1,0,0,0,0,0,5,3,1,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,3,Tried scoring algea in net but it bounced out. Auto was supposed to be more but it didn’t intake coral. Slow cycles. Missed one time.,,3,"4469,3","20,B2",0,1,0,0,0,1,2,x,3
20,B1,9567,TRUE,0,0,0,1,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,They had ok algae,,3,"9567,3","20,B1",0,1,0,0,1,0,x,x,2
21,R3,3218,TRUE,2,0,0,0,0,0,1,1,1,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,3,"Tried to climb but couldn’t, and moved slow around field ",,3,"3218,3","21,R3",0,1,0,0,0,0,2,x,3
21,R2,492,TRUE,1,0,0,0,0,0,3,2,1,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,2,x,3,Took a long time to line up to reef but very consistent and can score anything level,,3,"492,3","21,R2",0,1,1,0,0,0,2,x,3
21,R1,2930,TRUE,2,0,0,0,0,0,2,2,6,5,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,2.5 coral auto. removed 2 alge. missed 1 coral in L1. super fast cylce and near perfect accuraccy.,,3,"2930,3","21,R1",0,1,1,0,0,1,3,x,3
21,B3,3636,TRUE,2,0,0,0,0,0,10,2,2,2,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Very fast and accurate. Fast algae,,3,"3636,3","21,B3",0,1,0,0,0,1,3,x,3
21,B2,4061,TRUE,0,0,0,0,0,0,0,4,4,2,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,3,"Their auto removed an algea and was supposed to score coral, but the robot overshot and bumped into the reef and tipped a little. It was very tippy throughout the match.",,3,"4061,3","21,B2",0,1,0,0,0,1,2,x,3
21,B1,4125,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,1,x,Served as bad defense,,3,"4125,3","21,B1",0,1,0,0,0,0,x,1,x
22,R3,2147,TRUE,1,0,0,0,0,0,0,3,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,2,Had trouble trying to align coral when scoring,,3,"2147,3","22,R3",0,1,0,0,0,0,2,x,2
22,R2,997,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,x,1,Missed L1 and L4 many times but mostly just looked broken like it couldn’t outtake so it didn’t do anything all match. ,,3,"997,3","22,R2",0,1,0,0,1,0,1,x,1
22,R1,4915,TRUE,1,0,0,0,0,0,4,2,5,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,3,2.5 coral auto. almost fell over with elevator. missed 1 L3. good cycle and near perfect accuraccy. no attempt to climb,,3,"4915,3","22,R1",0,1,0,0,1,0,3,x,3
22,B3,4450,TRUE,1,0,0,0,0,1,0,2,3,0,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Almost climbed. Missed one algae in auto.,,3,"4450,3","22,B3",0,1,0,0,1,1,3,x,3
22,B2,1540,TRUE,3,0,0,0,0,0,4,3,4,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Removed algea one time during auto. Auto ended with a coral in the robot near the coral station. Fast cycles. Missed outtake of coral one time.,,3,"1540,3","22,B2",0,1,1,0,0,1,3,x,3
22,B1,4512,TRUE,3,0,0,0,0,0,0,6,6,1,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,3,They have an accurate coral on L1 L2 L3,,3,"4512,3","22,B1",0,1,0,0,1,0,x,x,3
23,R3,3826,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,2,x,Something broke in the robot so they went to go play defense ,,2,"3826,2","23,R3",0,1,0,0,0,0,x,2,x
23,R2,5468,TRUE,3,0,0,0,0,0,5,4,5,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Didn’t miss a single shot and had very fast cycle times, took no time to line up and can remove algae but not score it. ",,3,"5468,3","23,R2",0,1,1,0,0,1,3,x,3
23,R1,2471,TRUE,0,0,1,0,0,0,2,4,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,2,auto crashed into driver stations. missed L4. removed an algae. inconsistent ground intake but mostly consistent scoring and source intake as fallback.,,3,"2471,3","23,R1",0,1,1,0,0,1,2,x,2
23,B3,955,TRUE,3,0,0,0,0,0,5,2,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,3,Coral got stuck in handoff. Fast and efficient. Data may be inacurate ,,3,"955,3","23,B3",0,1,0,0,1,0,3,x,3
23,B2,1318,TRUE,2,0,0,0,0,0,2,1,5,3,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Focused on lower levels. Auto was fine,,3,"1318,3","23,B2",0,1,1,0,0,0,3,x,3
23,B1,6696,TRUE,1,0,0,0,0,1,2,6,1,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,The coral was good algae was ok,,3,"6696,3","23,B1",0,1,0,0,1,0,x,x,2
24,R3,1425,TRUE,2,0,0,0,0,0,4,2,2,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,x,3,Didn’t miss and shots and had fast cycle times ,,3,"1425,3","24,R3",0,1,0,0,0,0,3,x,3
24,R2,4043,TRUE,2,0,0,0,0,0,2,5,3,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Very accurate and consistent but slow elevator speed and slow drive speed. ,,3,"4043,3","24,R2",0,1,1,0,0,1,3,x,3
24,R1,957,TRUE,1,0,0,0,0,0,2,0,4,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,3,x,3,did not attempt 2 coral autos. ws frozen at the start of teleop untill 1:45. Even so good cycle and accuracy.,,3,"957,3","24,R1",0,1,1,0,1,0,3,x,3
24,B3,2522,TRUE,3,0,0,0,0,0,2,4,5,5,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Fast, removed algae using coral tho, climb was slightly too low",,3,"2522,3","24,B3",0,1,0,0,1,1,3,x,3
24,B2,10416,TRUE,1,0,0,0,0,0,2,4,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,3,"Very unstable, tippy, and slow intake. Feels like the intake and end effector are about to fall of. ",,3,"10416,3","24,B2",0,1,0,0,1,0,2,x,3
24,B1,3574,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,1,x,They were a bad defense bit,,3,"3574,3","24,B1",0,1,1,0,0,0,x,1,x
25,R3,9450,TRUE,3,0,0,0,0,0,2,2,3,5,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,Able to consistently remove and score algae in the net and was able to quickly and effectively score on all levels,,3,"9450,3","25,R3",0,1,1,0,0,1,3,x,3
25,R1,1778,TRUE,3,0,0,0,0,0,4,8,8,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,3,x,3,"Doing well in auto, can work on both corals and algae. Have high accuracy and work smoothly ",,3,"1778,3","25,R1",0,1,0,0,0,0,3,x,3
25,B3,3674,TRUE,3,0,0,0,0,0,1,2,2,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Good cycle time speed, amazing accuracy, reliable for scoring on all 4 levels, was stuck on an algae for a little bit",,3,"3674,3","25,B3",0,1,1,0,0,1,3,x,3
25,B2,4513,TRUE,1,0,0,0,0,0,1,3,3,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,x,"auto started late, and when auto was over took a good 10 seconds to start up again.",,3,"4513,3","25,B2",0,1,1,0,0,0,3,x,x
25,B1,9442,TRUE,2,0,0,0,0,0,2,1,6,0,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,3,"Can score both coral and algae, good at both",,3,"9442,3","25,B1",0,1,0,0,0,0,x,x,3
26,R3,488,TRUE,1,0,0,0,0,0,4,5,0,2,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,Was able to score on most levels perfectly fine could clear and score algae as well,,4,"488,4","26,R3",0,1,0,0,1,1,3,x,2
26,R2,5937,TRUE,0,0,0,0,0,1,0,0,0,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,3,Robot only scored algae but was very accurate at removing it from reef and putting it in net ,,3,"5937,3","26,R2",0,1,1,0,0,1,2,x,3
26,R1,7034,TRUE,2,0,0,0,0,0,4,5,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,x,x,x,Working well but takes some time on getting coral. Lose connection in seconds before it end,,4,"7034,4","26,R1",1,1,0,0,0,0,x,x,x
26,B2,2930,TRUE,2,0,0,0,0,0,3,9,1,2,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,"just at the beginning the head of the elevator got stuck, but only for a quick moment. Other than that a very good robot",,4,"2930,4","26,B2",0,1,1,0,0,0,3,x,3
26,B1,9036,TRUE,1,0,0,0,0,0,1,3,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Had stability issues, and lowered accuracy ",,4,"9036,4","26,B1",0,1,0,0,1,0,x,x,2
27,R3,4915,TRUE,1,0,0,0,0,0,3,4,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,2,"Was able to score on most levels pretty accurately by did struggle some, was also able to quickly clear algae as it went back to coral station",,4,"4915,4","27,R3",0,1,1,0,0,1,3,x,2
27,R2,948,TRUE,0,0,0,0,0,0,5,2,2,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Robot had a solid intake but a very wobbly outtake that made it hard to align  Climb was very fast and took 6 seconds to align and ascend ,,4,"948,4","27,R2",0,1,1,0,0,0,3,x,3
27,R1,6831,TRUE,0,0,0,2,0,0,0,6,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,x,2,"Working on level 1-3, didn’t try level 4 or not be able to try. Miss 2 in level 3.",,4,"6831,4","27,R1",0,1,0,0,0,0,2,x,2
27,B3,492,TRUE,0,0,0,0,0,0,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,"Struggles to intake from coral station, somewhat slow cycle time, but they make up for it with their reliable L4 scoring. Defense was.. okay..",,4,"492,4","27,B3",0,1,0,0,0,0,3,1,2
27,B2,4469,TRUE,2,0,0,0,0,0,6,5,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Could not find my robot during their auto, I estimated their auto. At first the cycles were slow but eventually they became very consistent and fast. Removed algea two times and scored both of them.",,4,"4469,4","27,B2",0,1,0,0,0,1,3,x,3
27,B1,4061,TRUE,1,0,0,0,0,0,0,1,5,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,x,x,2,"Very fast, but somewhat inaccurate. Failed to climb",,4,"4061,4","27,B1",0,1,0,0,1,0,x,x,2
28,R3,4125,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,1,x,Could not score in auto and attempted to play defense but then got stuck on an algae,,4,"4125,4","28,R3",0,1,0,0,0,0,x,1,x
28,R2,4450,TRUE,0,0,0,0,0,0,2,0,0,0,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,x,My form restarted in the middle of the match but from what the team did well they were consistent when scoring algae ,,4,"4450,4","28,R2",0,1,1,0,0,0,x,x,x
28,R1,10079,TRUE,3,0,0,0,0,0,1,1,0,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,x,x,x,"Doing well in auto. Lose connection for a while, fixed it 15 seconds before end, accuracy get down (might because the pressure from time)",,4,"10079,4","28,R1",1,1,0,0,1,0,x,x,x
28,B3,6696,TRUE,1,0,0,0,0,1,3,3,0,3,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Good cycle time, smooth scoring, reliable for L3 and L4 scoring as well as met scoring. Got a coral stuck in their robot and did not notice.",,4,"6696,4","28,B3",0,1,0,0,0,1,3,x,3
28,B2,4512,TRUE,3,0,0,0,0,0,4,2,2,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2,"Auto was nice. Cycles got interrupted and were not quick. Tried scoring L1 two times, failed both times.",,4,"4512,4","28,B2",0,1,0,0,1,0,2,x,2
28,B1,2471,TRUE,0,0,0,0,0,0,0,7,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,2,"Very fast, somewhat accurate, poor auto, failed climb",,4,"2471,4","28,B1",0,1,0,0,0,0,x,x,2
29,R3,10416,TRUE,1,0,0,0,0,0,3,4,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,3,x,3,"Able to score on all levels, had a very slow auto w/ a ground intake",,4,"10416,4","29,R3",0,1,0,0,1,0,3,x,3
29,R2,2147,TRUE,0,0,0,0,0,0,4,3,1,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,x,Robot was consistent in intake and outtake but was very wobbly and almost fell down while driving ,,4,"2147,4","29,R2",0,1,0,0,1,1,3,x,x
29,R1,3826,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,1,x,"Not strong and fast enough to stop other robots, can work on algae but takes time on catching and holding it.",,3,"3826,3","29,R1",0,1,1,0,0,0,x,1,x
29,B3,3663,TRUE,3,0,0,0,0,0,3,7,0,3,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Accuracy with scoring and intaking is amazing, good cycle time, reliable for removing algae and scoring on all of the levels. Overall, well balanced robot.",,4,"3663,4","29,B3",0,1,1,0,0,1,3,x,3
29,B2,9567,TRUE,0,0,0,1,0,0,0,0,0,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,x,2,"Tried scoring coral one time on L1 reef throughout teleop, missed. Took a long time to collect algea and score it.",,4,"9567,4","29,B2",0,1,0,0,0,0,1,x,2
29,B1,3574,TRUE,0,0,0,0,0,0,0,0,4,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,2,"Very slow, end effector and elevator are shaky",,4,"3574,4","29,B1",0,1,1,0,0,0,x,x,2
30,R3,4513,TRUE,0,0,0,0,0,0,7,2,2,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Able to quickly score on all levels but had a poor auto,,4,"4513,4","30,R3",0,1,1,0,0,0,3,x,3
30,R2,2557,TRUE,0,0,0,0,0,1,0,0,0,6,1,6,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Very fast and consistent algae scoring but can only score l1 coral ,,4,"2557,4","30,R2",0,1,0,0,0,1,3,x,3
30,R1,360,TRUE,2,0,0,0,0,0,2,5,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,1,"Aiming and getting corals fastly, but miss a lot (especially Level 3). Doing fine in auto",,4,"360,4","30,R1",0,1,1,0,0,0,x,x,1
30,B3,4131,TRUE,0,0,0,0,0,0,2,0,0,0,6,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Good cycle time, very reliable for algae scoring, constantly needs to have algae on the ground in order to score ",,4,"4131,4","30,B3",0,1,1,0,0,1,3,x,3
30,B2,4131,TRUE,0,0,0,1,0,0,0,0,0,0,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,x,2,Chased algea around the field. Not very effective. Got distracted for a few seconds so my data might be missing something.,,5,"4131,5","30,B2",0,1,1,0,0,0,1,x,2
30,B1,4043,TRUE,2,0,0,0,0,0,3,6,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,"Very accurate, fast, poor auto ",,4,"4043,4","30,B1",0,1,1,0,0,0,x,x,3
31,R3,957,TRUE,3,0,0,0,0,0,3,4,4,3,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Very effective coral intake, and fast cycle time",,4,"957,4","31,R3",0,1,1,0,0,1,3,x,3
31,R2,997,TRUE,1,0,0,0,0,0,2,1,2,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,2,Missed many L4 shots because of wellness and has slow cycle times but can despite algae and score on all levels. ,,4,"997,4","31,R2",0,1,0,0,1,1,2,x,2
31,R1,9446,TRUE,0,0,0,0,0,0,3,0,0,3,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,3,did not attempt to score in auto. removed 4 algae.very slow cycle but accurate. got stuck on algae and couldnt park.,,4,"9446,4","31,R1",0,1,0,0,0,1,2,x,3
31,B3,2046,TRUE,2,0,0,0,0,0,4,6,3,0,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,"Fast ground intake and coral placement. Can score algae in net and processor, fast climb. Potential object detection in autos",,4,"2046,4","31,B3",0,1,1,0,0,1,3,x,3
31,B2,1778,TRUE,2,0,0,0,0,0,2,2,4,6,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,x,"Ground intake for coral; can score algae in net and processor but can’t clear algae from the reef; missed an L3 once, but it seemed to be an operator error rather than an auto align error.",,4,"1778,4","31,B2",0,1,0,0,0,0,x,x,x
31,B1,6343,TRUE,1,0,0,0,0,0,1,3,5,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,3,They had solid accuracy on Al 4 levels of coral simple auto,,4,"6343,4","31,B1",0,1,1,0,0,0,x,x,3
32,R3,2522,TRUE,2,0,0,0,0,0,0,3,4,3,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,"Tried to climb but failed, had ground intake and normal intake",,4,"2522,4","32,R3",0,1,0,0,0,1,3,x,3
32,R2,9442,TRUE,2,0,0,0,0,0,5,2,2,2,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,Very consistent with good aim. Fast cycle times with ground intake too. ,,4,"9442,4","32,R2",0,1,0,0,0,1,3,x,3
32,R1,1425,TRUE,1,0,0,0,0,1,0,0,0,4,0,1,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,removed 1 algae in teleop and one in auto. played as defense bot very well foe half the match.  good cycle. no missed shots .,,4,"1425,4","32,R1",0,1,1,0,0,1,2,3,3
32,B3,3218,TRUE,1,0,0,0,0,0,3,2,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,x,1,"Struggled to accurately intake, kept missing coral placement on reef. Was unable to line up climb so they went or score one last algae instead.",,4,"3218,4","32,B3",0,1,0,0,0,1,2,x,1
32,B2,11318,TRUE,0,0,0,0,0,0,1,4,4,1,0,2,FALSE,FALSE,FALSE,TRUE,TRUE,x,x,x,"No auto alignment in reef, so takes a while to outtake. Very solid net scoring and algae temoval",,1,"11318,1","32,B2",0,1,0,0,1,1,x,x,x
32,B1,3636,TRUE,2,0,0,0,0,0,6,3,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,x,x,2,They had all 4 levels but were moving to quickly and kept missing,,4,"3636,4","32,B1",0,1,0,0,0,0,x,x,2
33,R3,6443,TRUE,0,0,0,0,0,0,1,0,1,0,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,2,x,2,"Missed a coral in auto, took a while to intake coral, missed a barge shot",,3,"6443,3","33,R3",0,1,0,0,1,1,2,x,2
33,R2,1540,TRUE,1,0,0,0,0,0,2,4,5,2,2,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,"Auto can score 3 coral but missed 2, very accurate with very fast cycle times, can do any type of scoring, has ground and station intake.",,4,"1540,4","33,R2",0,1,0,0,1,1,3,x,3
33,R1,2910,TRUE,3,0,0,0,0,0,4,5,6,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,3,x,3,removed 3 alge in teleop. cycle so fast its hard to keep track.,,4,"2910,4","33,R1",0,1,1,0,0,1,3,x,3
33,B2,5468,TRUE,2,0,0,0,0,0,3,5,6,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,x,x,x,Attempted 3 coral but only made 2; fast cycle times; missed L2 twice because a coral was blocking the reef and they didn’t see it.,,4,"5468,4","33,B2",0,1,1,0,0,0,x,x,x
34,R3,2412,TRUE,2,0,0,0,0,0,2,4,3,0,1,0,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,3,Stopped moving for a sec near end of the match and had fast cycle time,,4,"2412,4","34,R3",0,1,0,0,1,1,3,x,3
34,R2,4450,TRUE,0,0,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,TRUE,TRUE,1,x,2,"No coral, only can score algae and defend. Also has slow algae cycle times. ",,5,"4450,5","34,R2",0,1,0,0,1,1,1,x,2
34,R1,9023,TRUE,3,0,0,0,0,0,5,7,3,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,3,x,3,removed 3 algae during teleop. ground intake gsve it an ultra fast cycle along with perfect accuracy.,,4,"9023,4","34,R1",0,1,0,0,0,1,3,x,3
34,B3,2930,TRUE,2,0,0,0,0,0,4,5,6,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,3,x,3,Very fast cycle time with both direct from coral station and ground intake,,5,"2930,5","34,B3",0,1,1,0,0,0,3,x,3
34,B2,9450,TRUE,2,1,0,0,0,0,0,0,0,4,2,7,FALSE,TRUE,FALSE,FALSE,TRUE,2,x,3,"Very quick algae acquisition from ground and reef, touch & own it ground coral, consistant l1 scoring. Can score in net & processor, but slows to approach net, presumably so as not to tip over or hit the net. Algae removal in auto.",,4,"9450,4","34,B2",0,1,1,0,0,1,2,x,3
34,B1,3663,TRUE,2,0,0,0,0,0,1,5,6,1,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,x,x,3,They go all levels and made all shoots attempted,,5,"3663,5","34,B1",0,1,1,0,0,1,x,x,3
35,R3,2557,TRUE,0,0,0,0,0,0,0,0,0,10,0,3,FALSE,FALSE,FALSE,TRUE,TRUE,3,x,2,Tried to score 2 algae in auto but missed and ground intake,,5,"2557,5","35,R3",0,1,0,0,1,1,3,x,2
35,R2,4131,TRUE,0,0,0,1,0,0,0,0,0,0,8,0,FALSE,FALSE,FALSE,TRUE,FALSE,1,x,1,Only scores algae in processor with a 1 L1 coral auto. Has trouble picking up algae and bobbles it a lot. Very OK cycle times. ,,6,"4131,6","35,R2",0,1,0,0,1,0,1,x,1
35,R1,4061,TRUE,0,1,0,0,0,0,0,4,3,2,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,2,x,2, failed 3 coral auto. got defended. missed some shots and didnt handle being defende well. did not attempt climb,,5,"4061,5","35,R1",0,1,0,0,1,0,2,x,2
