key,comp_level,set_number,match_number,team_key,r1,r3,r2,b2,b3,b1,a_reefAlgae,a_Station,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,match_Scouter,t_Tipped,end_Pos,auto_Notes,tele_Notes,d_break_Notes,a_Net,start_Pos_5isBlue,a_Proc,a_Leave
2025orsal_qm15,qm,1,15,frc847,frc4513,frc847,frc4061,frc3024,frc6343,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm15,qm,1,15,frc7034,frc4513,frc847,frc4061,frc3024,frc6343,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm15,qm,1,15,frc3024,frc4513,frc847,frc4061,frc3024,frc6343,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm15,qm,1,15,frc6343,frc4513,frc847,frc4061,frc3024,frc6343,frc7034,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc2926,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc1359,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc2147,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc749,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc3674,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm16,qm,1,16,frc4692,frc2926,frc2147,frc1359,frc3674,frc4692,frc749,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc955,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc6465,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc3712,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc2811,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc9600,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm17,qm,1,17,frc2898,frc955,frc3712,frc6465,frc9600,frc2898,frc2811,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc2521,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc9567,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc2990,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc5920,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc4125,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm18,qm,1,18,frc2635,frc2521,frc2990,frc9567,frc4125,frc2635,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc3024,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc2374,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc997,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc6343,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc4513,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm19,qm,1,19,frc4060,frc3024,frc997,frc2374,frc4513,frc4060,frc6343,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm2,qm,1,2,frc6343,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm2,qm,1,2,frc2990,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,0,None,,,,,1,,
2025orsal_qm2,qm,1,2,frc847,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm2,qm,1,2,frc2898,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm2,qm,1,2,frc2550,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm2,qm,1,2,frc955,frc6343,frc847,frc2990,frc2550,frc955,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc6845,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc9438,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc5937,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc3674,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc7034,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm20,qm,1,20,frc1359,frc6845,frc5937,frc9438,frc7034,frc1359,frc3674,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc2898,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc4061,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc3712,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc847,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc8532,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm21,qm,1,21,frc2811,frc2898,frc3712,frc4061,frc8532,frc2811,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc4692,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc9613,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc6465,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc4125,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc955,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm22,qm,1,22,frc5683,frc4692,frc6465,frc9613,frc955,frc5683,frc4125,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc2926,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc2521,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc9600,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc2550,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc2635,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm23,qm,1,23,frc9567,frc2926,frc9600,frc2521,frc2635,frc9567,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc753,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc2147,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc5920,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc3786,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc749,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm24,qm,1,24,frc2990,frc753,frc5920,frc2147,frc749,frc2990,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc7034,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc997,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc847,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc1359,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc3712,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm25,qm,1,25,frc8532,frc7034,frc847,frc997,frc3712,frc8532,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc4125,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc3674,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc6343,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc4060,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc2898,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm26,qm,1,26,frc6465,frc4125,frc6343,frc3674,frc2898,frc6465,frc4060,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc2521,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc5937,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc2635,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc9567,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc4513,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm27,qm,1,27,frc2374,frc2521,frc2635,frc5937,frc4513,frc2374,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc9600,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc2990,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc9613,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc2926,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc753,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm28,qm,1,28,frc5683,frc9600,frc9613,frc2990,frc753,frc5683,frc2926,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc3786,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc9438,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc3024,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc955,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc2811,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm29,qm,1,29,frc5920,frc3786,frc3024,frc9438,frc2811,frc5920,frc955,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc5937,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc7034,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc4125,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc997,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc2926,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm3,qm,1,3,frc8532,frc5937,frc4125,frc7034,frc2926,frc8532,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc749,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc2550,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc6845,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc4061,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc2147,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm30,qm,1,30,frc4692,frc749,frc6845,frc2550,frc2147,frc4692,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc2374,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc2635,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc2898,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc3712,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc997,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm31,qm,1,31,frc5937,frc2374,frc2898,frc2635,frc997,frc5937,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc753,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc6465,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc6343,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc4513,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc9613,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm32,qm,1,32,frc2926,frc753,frc6343,frc6465,frc9613,frc2926,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc3024,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc3674,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc2811,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc1359,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc847,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm33,qm,1,33,frc9600,frc3024,frc2811,frc3674,frc847,frc9600,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc9438,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc4692,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc2550,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc8532,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc2990,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm34,qm,1,34,frc2147,frc9438,frc2550,frc4692,frc2990,frc2147,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc4060,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc5920,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc5683,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc4061,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc2521,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm35,qm,1,35,frc955,frc4060,frc5683,frc5920,frc2521,frc955,frc4061,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm36,qm,1,36,frc4125,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm36,qm,1,36,frc9567,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm36,qm,1,36,frc749,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm36,qm,1,36,frc3786,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
