key,comp_level,set_number,match_number,team_key,r1,r3,r2,b2,b3,b1,a_reefAlgae,a_Station,a_L4,a_L3,a_L2,a_L1,t_Defense,t_timeFrozen,t_reefAlgae,t_Net,t_Proc,t_L4,t_L3,t_L2,t_L1,match_Scouter,t_Tipped,end_Pos,auto_Notes,tele_Notes,d_break_Notes,a_Net,start_Pos_5isBlue,a_Proc,a_Leave
2025orsal_qm36,qm,1,36,frc6845,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm36,qm,1,36,frc7034,frc4125,frc749,frc9567,frc6845,frc7034,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc3674,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc847,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc9613,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc5937,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc2811,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm37,qm,1,37,frc4513,frc3674,frc9613,frc847,frc2811,frc4513,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc2990,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc997,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc9438,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc4692,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc753,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm38,qm,1,38,frc9600,frc2990,frc9438,frc997,frc753,frc9600,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc5920,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc6343,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc2521,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc1359,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc5683,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm39,qm,1,39,frc2898,frc5920,frc2521,frc6343,frc5683,frc2898,frc1359,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc1359,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc6845,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc5920,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc2635,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc5683,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm4,qm,1,4,frc6465,frc1359,frc5920,frc6845,frc5683,frc6465,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc9567,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc8532,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc3024,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc6465,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc749,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm40,qm,1,40,frc2374,frc9567,frc3024,frc8532,frc749,frc2374,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc4060,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc4061,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc6845,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc3786,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc955,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm41,qm,1,41,frc2926,frc4060,frc6845,frc4061,frc955,frc2926,frc3786,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc2147,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc4125,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc2550,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc3712,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc7034,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm42,qm,1,42,frc2635,frc2147,frc2550,frc4125,frc7034,frc2635,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc5937,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc9600,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc3674,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc847,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc4692,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm43,qm,1,43,frc5683,frc5937,frc3674,frc9600,frc4692,frc5683,frc847,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc8532,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc2898,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc4513,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc9613,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc5920,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm44,qm,1,44,frc9567,frc8532,frc4513,frc2898,frc5920,frc9567,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc9438,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc2926,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc749,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc997,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc6343,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm45,qm,1,45,frc4061,frc9438,frc749,frc2926,frc6343,frc4061,frc997,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc753,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc2550,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc7034,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc2635,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc4060,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm46,qm,1,46,frc955,frc753,frc7034,frc2550,frc4060,frc955,frc2635,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc2811,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc3786,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc1359,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc2374,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc2990,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm47,qm,1,47,frc4125,frc2811,frc1359,frc3786,frc2990,frc4125,frc2374,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc2147,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc3024,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc3712,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc6465,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc6845,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm48,qm,1,48,frc2521,frc2147,frc3712,frc3024,frc6845,frc2521,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc5683,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc9600,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc6343,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc8532,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc5937,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm49,qm,1,49,frc749,frc5683,frc6343,frc9600,frc5937,frc749,frc8532,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc749,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc3712,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc9600,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc9438,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc2521,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm5,qm,1,5,frc4060,frc749,frc9600,frc3712,frc2521,frc4060,frc9438,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc2926,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc2635,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc4061,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc9567,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc847,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm50,qm,1,50,frc9438,frc2926,frc4061,frc2635,frc847,frc9438,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc2811,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc2374,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc7034,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc2550,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc5920,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm51,qm,1,51,frc3786,frc2811,frc7034,frc2374,frc5920,frc3786,frc2550,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc3674,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc955,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc753,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc2521,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc3712,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm52,qm,1,52,frc4125,frc3674,frc753,frc955,frc3712,frc4125,frc2521,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc997,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc6465,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc4513,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc2990,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc4692,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm53,qm,1,53,frc6845,frc997,frc4513,frc6465,frc4692,frc6845,frc2990,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc4060,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc1359,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc3024,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc9613,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc2147,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm54,qm,1,54,frc2898,frc4060,frc3024,frc1359,frc2147,frc2898,frc9613,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc749,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc2811,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc4061,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc5937,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc6343,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm55,qm,1,55,frc3786,frc749,frc4061,frc2811,frc6343,frc3786,frc5937,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc753,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc2635,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc8532,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc5683,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc2521,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm56,qm,1,56,frc3674,frc753,frc8532,frc2635,frc2521,frc3674,frc5683,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc3712,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,None,,Looked tipy,blocked off a source,0,1,0,1
2025orsal_qm57,qm,1,57,frc5920,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,Olivia,0,None,Just Leave,"Robot works smoothly, l1 concentrated... Half cpnsustent",can play defense pretty well. Pins successfukky,0,5,0,1
2025orsal_qm57,qm,1,57,frc2374,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc4692,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc4125,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm57,qm,1,57,frc2926,frc3712,frc2374,frc5920,frc4125,frc2926,frc4692,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc9600,frc9600,frc997,frc955,frc2550,frc1359,frc4513,0,0,0,0,0,2,0,0,0,0,6,0,0,0,1,,0,None,,,,0,5,0,1
2025orsal_qm58,qm,1,58,frc955,frc9600,frc997,frc955,frc2550,frc1359,frc4513,0,2,2,0,0,0,0,0,2,0,0,6,2,0,0,olivia,0,None,,"Auto placement of coral, consistent l4 and 3. Smooth overall",,0,2,0,1
2025orsal_qm58,qm,1,58,frc997,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc4513,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc2550,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm58,qm,1,58,frc1359,frc9600,frc997,frc955,frc2550,frc1359,frc4513,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc2147,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,,0,Park,,,,0,3,0,1
2025orsal_qm59,qm,1,59,frc9567,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,olibi,0,Park,Leave and one l1 coral,"fast robot, but looks confused... Chasing algae half time... Consistent l1 ig",,0,1,0,1
2025orsal_qm59,qm,1,59,frc4060,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc2898,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc6845,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm59,qm,1,59,frc847,frc2147,frc4060,frc9567,frc6845,frc847,frc2898,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc3024,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc4513,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc4692,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc9567,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc2811,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm6,qm,1,6,frc753,frc3024,frc4692,frc4513,frc2811,frc753,frc9567,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc9613,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,Park,,very tippy and missed a lot of coral intake,,0,5,0,1
2025orsal_qm60,qm,1,60,frc7034,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,suhaani,0,Deep Climb,They missed the one coral they tried to place,Were relatively consistent in scoring L4 and made round around reef. ,,0,3,0,1
2025orsal_qm60,qm,1,60,frc9438,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc6465,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc3024,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm60,qm,1,60,frc2990,frc9613,frc9438,frc7034,frc3024,frc2990,frc6465,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc2635,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Deep Climb,,Ok defense ,,0,5,0,1
2025orsal_qm61,qm,1,61,frc4692,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,0,5,4,0,0,0,,,,,,,,,,,0,None,,In endgame they scored one coral,,0,1,0,1
2025orsal_qm61,qm,1,61,frc2811,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc5920,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc8532,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm61,qm,1,61,frc4061,frc2635,frc2811,frc4692,frc8532,frc4061,frc5920,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc5683,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,,0,Park,,,,0,3,0,1
2025orsal_qm62,qm,1,62,frc4513,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,,0,Deep Climb,,consistent scoring and didn't get in team mates way when scoring,,0,1,0,1
2025orsal_qm62,qm,1,62,frc3786,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
2025orsal_qm62,qm,1,62,frc3712,frc5683,frc3786,frc4513,frc2926,frc2550,frc3712,,,,,,,,,,,,,,,,,,,,,,,,,
